_time,bytes,host
1407171156,37,BLAH0
1407171396,37,BLAH0
1407171636,37,BLAH0
1407171876,37,BLAH0
1407172116,37,BLAH0
1407172356,37,BLAH0
1407172596,37,BLAH0
1407172836,37,BLAH0
1407173076,37,BLAH0
1407173316,37,BLAH0
1407173556,37,BLAH0
1407173796,37,BLAH0
1407174036,37,BLAH0
1407174276,37,BLAH0
1407174516,37,BLAH0
1407174756,37,BLAH0
1407174996,37,BLAH0
1407175236,37,BLAH0
1407175476,37,BLAH0
1407175716,37,BLAH0
1407175956,37,BLAH0
1407176196,37,BLAH0
1407176436,37,BLAH0
1407176676,37,BLAH0
1407176916,37,BLAH0
1407177156,37,BLAH0
1407177396,37,BLAH0
1407177636,37,BLAH0
1407177876,37,BLAH0
1407178116,37,BLAH0
1407178356,37,BLAH0
1407178596,37,BLAH0
1407178836,37,BLAH0
1407179076,37,BLAH0
1407179316,37,BLAH0
1407179556,37,BLAH0
1407179796,37,BLAH0
1407180036,37,BLAH0
1407180276,37,BLAH0
1407180516,37,BLAH0
1407180756,37,BLAH0
1407180996,37,BLAH0
1407181236,37,BLAH0
1407181476,37,BLAH0
1407181716,37,BLAH0
1407181956,37,BLAH0
1407182196,37,BLAH0
1407182436,37,BLAH0
1407182676,37,BLAH0
1407182916,37,BLAH0
1407183156,37,BLAH0
1407183396,37,BLAH0
1407183636,37,BLAH0
1407183876,37,BLAH0
1407184116,37,BLAH0
1407184356,37,BLAH0
1407184596,37,BLAH0
1407184836,37,BLAH0
1407185076,37,BLAH0
1407185316,37,BLAH0
1407185556,37,BLAH0
1407185796,37,BLAH0
1407186036,37,BLAH0
1407186276,37,BLAH0
1407186516,37,BLAH0
1407186756,37,BLAH0
1407186841,20,INF0
1407186996,37,BLAH0
1407187236,37,BLAH0
1407187476,37,BLAH0
1407187716,37,BLAH0
1407187956,37,BLAH0
1407188196,37,BLAH0
1407188436,37,BLAH0
1407188676,37,BLAH0
1407188916,37,BLAH0
1407189156,37,BLAH0
1407189396,37,BLAH0
1407189636,37,BLAH0
1407189876,37,BLAH0
1407190116,37,BLAH0
1407190356,37,BLAH0
1407190596,37,BLAH0
1407190836,37,BLAH0
1407191076,37,BLAH0
1407191316,37,BLAH0
1407191556,37,BLAH0
1407191796,37,BLAH0
1407192036,37,BLAH0
1407192276,37,BLAH0
1407192516,37,BLAH0
1407192756,37,BLAH0
1407192996,37,BLAH0
1407193236,37,BLAH0
1407193476,37,BLAH0
1407193716,37,BLAH0
1407193956,37,BLAH0
1407194196,37,BLAH0
1407194436,37,BLAH0
1407194676,37,BLAH0
1407194916,37,BLAH0
1407195156,37,BLAH0
1407195396,37,BLAH0
1407195636,37,BLAH0
1407195876,37,BLAH0
1407196116,37,BLAH0
1407196356,37,BLAH0
1407196596,37,BLAH0
1407196836,37,BLAH0
1407197076,37,BLAH0
1407197316,37,BLAH0
1407197556,37,BLAH0
1407197796,37,BLAH0
1407198036,37,BLAH0
1407198276,37,BLAH0
1407198516,37,BLAH0
1407198756,37,BLAH0
1407198996,37,BLAH0
1407199236,37,BLAH0
1407199476,37,BLAH0
1407199716,37,BLAH0
1407199956,37,BLAH0
1407200196,37,BLAH0
1407200436,37,BLAH0
1407200676,37,BLAH0
1407200916,37,BLAH0
1407201156,37,BLAH0
1407201396,37,BLAH0
1407201636,37,BLAH0
1407201876,37,BLAH0
1407202116,37,BLAH0
1407202356,37,BLAH0
1407202596,37,BLAH0
1407202836,37,BLAH0
1407203076,37,BLAH0
1407203316,37,BLAH0
1407203556,37,BLAH0
1407203796,37,BLAH0
1407204036,37,BLAH0
1407204276,37,BLAH0
1407204516,37,BLAH0
1407204756,37,BLAH0
1407204996,37,BLAH0
1407205236,37,BLAH0
1407205476,37,BLAH0
1407205716,37,BLAH0
1407205956,37,BLAH0
1407206196,37,BLAH0
1407206436,37,BLAH0
1407206676,37,BLAH0
1407206916,37,BLAH0
1407207156,37,BLAH0
1407207396,37,BLAH0
1407207636,37,BLAH0
1407207876,37,BLAH0
1407208116,37,BLAH0
1407208356,37,BLAH0
1407208596,37,BLAH0
1407208836,37,BLAH0
1407209076,37,BLAH0
1407209316,37,BLAH0
1407209556,37,BLAH0
1407209796,37,BLAH0
1407210036,37,BLAH0
1407210276,37,BLAH0
1407210516,37,BLAH0
1407210756,37,BLAH0
1407210996,37,BLAH0
1407211236,37,BLAH0
1407211476,37,BLAH0
1407211716,37,BLAH0
1407211956,37,BLAH0
1407212196,37,BLAH0
1407212436,37,BLAH0
1407212676,37,BLAH0
1407212916,37,BLAH0
1407213156,37,BLAH0
1407213396,37,BLAH0
1407213636,37,BLAH0
1407213876,37,BLAH0
1407214116,37,BLAH0
1407214356,37,BLAH0
1407214596,37,BLAH0
1407214836,37,BLAH0
1407215076,37,BLAH0
1407215316,37,BLAH0
1407215556,37,BLAH0
1407215796,37,BLAH0
1407216036,37,BLAH0
1407216276,37,BLAH0
1407216516,37,BLAH0
1407216756,37,BLAH0
1407216996,37,BLAH0
1407217236,37,BLAH0
1407217476,37,BLAH0
1407217716,37,BLAH0
1407217956,37,BLAH0
1407218196,37,BLAH0
1407218436,37,BLAH0
1407218676,37,BLAH0
1407218916,37,BLAH0
1407219156,37,BLAH0
1407219396,37,BLAH0
1407219636,37,BLAH0
1407219876,37,BLAH0
1407220116,37,BLAH0
1407220356,37,BLAH0
1407220596,37,BLAH0
1407220836,37,BLAH0
1407221076,37,BLAH0
1407221316,37,BLAH0
1407221556,37,BLAH0
1407221796,37,BLAH0
1407222036,37,BLAH0
1407222276,37,BLAH0
1407222516,37,BLAH0
1407222756,37,BLAH0
1407222996,37,BLAH0
1407223236,37,BLAH0
1407223476,37,BLAH0
1407223716,37,BLAH0
1407223956,37,BLAH0
1407224196,37,BLAH0
1407224436,37,BLAH0
1407224676,37,BLAH0
1407224916,37,BLAH0
1407225156,37,BLAH0
1407225396,37,BLAH0
1407225636,37,BLAH0
1407225876,37,BLAH0
1407226116,37,BLAH0
1407226356,37,BLAH0
1407226596,37,BLAH0
1407226836,37,BLAH0
1407227076,37,BLAH0
1407227316,37,BLAH0
1407227556,37,BLAH0
1407227796,37,BLAH0
1407228036,37,BLAH0
1407228276,37,BLAH0
1407228516,37,BLAH0
1407228756,37,BLAH0
1407228996,37,BLAH0
1407229236,37,BLAH0
1407229476,37,BLAH0
1407229716,37,BLAH0
1407229956,37,BLAH0
1407230196,37,BLAH0
1407230436,37,BLAH0
1407230676,37,BLAH0
1407230916,37,BLAH0
1407231156,37,BLAH0
1407231396,37,BLAH0
1407231636,37,BLAH0
1407231876,37,BLAH0
1407232116,37,BLAH0
1407232356,37,BLAH0
1407232596,37,BLAH0
1407232836,37,BLAH0
1407233076,37,BLAH0
1407233316,37,BLAH0
1407233556,37,BLAH0
1407233796,37,BLAH0
1407234036,37,BLAH0
1407234276,37,BLAH0
1407234516,37,BLAH0
1407234756,37,BLAH0
1407234996,37,BLAH0
1407235236,37,BLAH0
1407235476,37,BLAH0
1407235716,37,BLAH0
1407235956,37,BLAH0
1407236196,37,BLAH0
1407236436,37,BLAH0
1407236676,37,BLAH0
1407236916,37,BLAH0
1407237156,37,BLAH0
1407237396,37,BLAH0
1407237636,37,BLAH0
1407237876,37,BLAH0
1407238116,37,BLAH0
1407238356,37,BLAH0
1407238596,37,BLAH0
1407238836,37,BLAH0
1407239076,37,BLAH0
1407239316,37,BLAH0
1407239556,37,BLAH0
1407239796,37,BLAH0
1407240036,37,BLAH0
1407240276,37,BLAH0
1407240516,37,BLAH0
1407240756,37,BLAH0
1407240996,37,BLAH0
1407241236,37,BLAH0
1407241386,20,INF0
1407241476,37,BLAH0
1407241716,37,BLAH0
1407241956,37,BLAH0
1407242196,37,BLAH0
1407242436,37,BLAH0
1407242676,37,BLAH0
1407242916,37,BLAH0
1407243156,37,BLAH0
1407243396,37,BLAH0
1407243636,37,BLAH0
1407243876,37,BLAH0
1407244116,37,BLAH0
1407244356,37,BLAH0
1407244596,37,BLAH0
1407244836,37,BLAH0
1407245076,37,BLAH0
1407245316,37,BLAH0
1407245556,37,BLAH0
1407245796,37,BLAH0
1407246036,37,BLAH0
1407246276,37,BLAH0
1407246516,37,BLAH0
1407246756,37,BLAH0
1407246996,37,BLAH0
1407247236,37,BLAH0
1407247476,37,BLAH0
1407247716,37,BLAH0
1407247956,37,BLAH0
1407248196,37,BLAH0
1407248436,37,BLAH0
1407248676,37,BLAH0
1407248916,37,BLAH0
1407249156,37,BLAH0
1407249396,37,BLAH0
1407249636,37,BLAH0
1407249876,37,BLAH0
1407250116,37,BLAH0
1407250356,37,BLAH0
1407250596,37,BLAH0
1407250836,37,BLAH0
1407251076,37,BLAH0
1407251316,37,BLAH0
1407251556,37,BLAH0
1407251796,37,BLAH0
1407252036,37,BLAH0
1407252276,37,BLAH0
1407252516,37,BLAH0
1407252756,37,BLAH0
1407252996,37,BLAH0
1407253236,37,BLAH0
1407253476,37,BLAH0
1407253716,37,BLAH0
1407253956,37,BLAH0
1407254196,37,BLAH0
1407254436,37,BLAH0
1407254676,37,BLAH0
1407254916,37,BLAH0
1407255156,37,BLAH0
1407255396,37,BLAH0
1407255636,37,BLAH0
1407255876,37,BLAH0
1407256116,37,BLAH0
1407256356,37,BLAH0
1407256596,37,BLAH0
1407256836,37,BLAH0
1407257076,37,BLAH0
1407257316,37,BLAH0
1407257556,37,BLAH0
1407257796,37,BLAH0
1407258036,37,BLAH0
1407258276,37,BLAH0
1407258516,37,BLAH0
1407258756,37,BLAH0
1407258996,37,BLAH0
1407259236,37,BLAH0
1407259476,37,BLAH0
1407259716,37,BLAH0
1407259956,37,BLAH0
1407260196,37,BLAH0
1407260436,37,BLAH0
1407260676,37,BLAH0
1407260916,37,BLAH0
1407261156,37,BLAH0
1407261396,37,BLAH0
1407261636,37,BLAH0
1407261876,37,BLAH0
1407262116,37,BLAH0
1407262356,37,BLAH0
1407262596,37,BLAH0
1407262836,37,BLAH0
1407263076,37,BLAH0
1407263316,37,BLAH0
1407263556,37,BLAH0
1407263796,37,BLAH0
1407264036,37,BLAH0
1407264276,37,BLAH0
1407264516,37,BLAH0
1407264756,37,BLAH0
1407264996,37,BLAH0
1407265236,37,BLAH0
1407265476,37,BLAH0
1407265716,37,BLAH0
1407265956,37,BLAH0
1407266196,37,BLAH0
1407266436,37,BLAH0
1407266676,37,BLAH0
1407266916,37,BLAH0
1407267156,37,BLAH0
1407267396,37,BLAH0
1407267636,37,BLAH0
1407267876,37,BLAH0
1407268116,37,BLAH0
1407268356,37,BLAH0
1407268596,37,BLAH0
1407268836,37,BLAH0
1407269076,37,BLAH0
1407269316,37,BLAH0
1407269556,37,BLAH0
1407269796,37,BLAH0
1407270036,37,BLAH0
1407270276,37,BLAH0
1407270516,37,BLAH0
1407270756,37,BLAH0
1407270996,37,BLAH0
1407271236,37,BLAH0
1407271476,37,BLAH0
1407271716,37,BLAH0
1407271956,37,BLAH0
1407272196,37,BLAH0
1407272436,37,BLAH0
1407272676,37,BLAH0
1407272916,37,BLAH0
1407273156,37,BLAH0
1407273396,37,BLAH0
1407273636,37,BLAH0
1407273876,37,BLAH0
1407274116,37,BLAH0
1407274356,37,BLAH0
1407274596,37,BLAH0
1407274836,37,BLAH0
1407275076,37,BLAH0
1407275316,37,BLAH0
1407275556,37,BLAH0
1407275796,37,BLAH0
1407276036,37,BLAH0
1407276276,37,BLAH0
1407276516,37,BLAH0
1407276756,37,BLAH0
1407276996,37,BLAH0
1407277236,37,BLAH0
1407277476,37,BLAH0
1407277716,37,BLAH0
1407277956,37,BLAH0
1407278196,37,BLAH0
1407278436,37,BLAH0
1407278676,37,BLAH0
1407278916,37,BLAH0
1407279156,37,BLAH0
1407279396,37,BLAH0
1407279636,37,BLAH0
1407279876,37,BLAH0
1407280116,37,BLAH0
1407280356,37,BLAH0
1407280596,37,BLAH0
1407280836,37,BLAH0
1407281076,37,BLAH0
1407281316,37,BLAH0
1407281556,37,BLAH0
1407281796,37,BLAH0
1407282036,37,BLAH0
1407282276,37,BLAH0
1407282516,37,BLAH0
1407282756,37,BLAH0
1407282996,37,BLAH0
1407283236,37,BLAH0
1407283476,37,BLAH0
1407283716,37,BLAH0
1407283956,37,BLAH0
1407284196,37,BLAH0
1407284436,37,BLAH0
1407284676,37,BLAH0
1407284916,37,BLAH0
1407285156,37,BLAH0
1407285396,37,BLAH0
1407285636,37,BLAH0
1407285876,37,BLAH0
1407286116,37,BLAH0
1407286356,37,BLAH0
1407286596,37,BLAH0
1407286836,37,BLAH0
1407287076,37,BLAH0
1407287316,37,BLAH0
1407287556,37,BLAH0
1407287796,37,BLAH0
1407288036,37,BLAH0
1407288276,37,BLAH0
1407288516,37,BLAH0
1407288756,37,BLAH0
1407288996,37,BLAH0
1407289236,37,BLAH0
1407289476,37,BLAH0
1407289716,37,BLAH0
1407289956,37,BLAH0
1407290196,37,BLAH0
1407290436,37,BLAH0
1407290676,37,BLAH0
1407290916,37,BLAH0
1407291156,37,BLAH0
1407291396,37,BLAH0
1407291636,37,BLAH0
1407291876,37,BLAH0
1407292116,37,BLAH0
1407292356,37,BLAH0
1407292596,37,BLAH0
1407292836,37,BLAH0
1407293076,37,BLAH0
1407293316,37,BLAH0
1407293556,37,BLAH0
1407293796,37,BLAH0
1407294036,37,BLAH0
1407294276,37,BLAH0
1407294516,37,BLAH0
1407294756,37,BLAH0
1407294996,37,BLAH0
1407295236,37,BLAH0
1407295476,37,BLAH0
1407295716,37,BLAH0
1407295931,20,INF0
1407295956,37,BLAH0
1407296196,37,BLAH0
1407296436,37,BLAH0
1407296676,37,BLAH0
1407296916,37,BLAH0
1407297156,37,BLAH0
1407297396,37,BLAH0
1407297636,37,BLAH0
1407297876,37,BLAH0
1407298116,37,BLAH0
1407298356,37,BLAH0
1407298596,37,BLAH0
1407298836,37,BLAH0
1407299076,37,BLAH0
1407299316,37,BLAH0
1407299556,37,BLAH0
1407299796,37,BLAH0
1407300036,37,BLAH0
1407300276,37,BLAH0
1407300516,37,BLAH0
1407300756,37,BLAH0
1407300996,37,BLAH0
1407301236,37,BLAH0
1407301476,37,BLAH0
1407301716,37,BLAH0
1407301956,37,BLAH0
1407302196,37,BLAH0
1407302436,37,BLAH0
1407302676,37,BLAH0
1407302916,37,BLAH0
1407303156,37,BLAH0
1407303396,37,BLAH0
1407303636,37,BLAH0
1407303876,37,BLAH0
1407304116,37,BLAH0
1407304356,37,BLAH0
1407304596,37,BLAH0
1407304836,37,BLAH0
1407305076,37,BLAH0
1407305316,37,BLAH0
1407305556,37,BLAH0
1407305796,37,BLAH0
1407306036,37,BLAH0
1407306276,37,BLAH0
1407306516,37,BLAH0
1407306756,37,BLAH0
1407306996,37,BLAH0
1407307236,37,BLAH0
1407307476,37,BLAH0
1407307716,37,BLAH0
1407307956,37,BLAH0
1407308196,37,BLAH0
1407308436,37,BLAH0
1407308676,37,BLAH0
1407308916,37,BLAH0
1407309156,37,BLAH0
1407309396,37,BLAH0
1407309636,37,BLAH0
1407309876,37,BLAH0
1407310116,37,BLAH0
1407310356,37,BLAH0
1407310596,37,BLAH0
1407310836,37,BLAH0
1407311076,37,BLAH0
1407311316,37,BLAH0
1407311556,37,BLAH0
1407311796,37,BLAH0
1407312036,37,BLAH0
1407312276,37,BLAH0
1407312516,37,BLAH0
1407312756,37,BLAH0
1407312996,37,BLAH0
1407313236,37,BLAH0
1407313476,37,BLAH0
1407313716,37,BLAH0
1407313956,37,BLAH0
1407314196,37,BLAH0
1407314436,37,BLAH0
1407314676,37,BLAH0
1407314916,37,BLAH0
1407315156,37,BLAH0
1407315396,37,BLAH0
1407315636,37,BLAH0
1407315876,37,BLAH0
1407316116,37,BLAH0
1407316356,37,BLAH0
1407316596,37,BLAH0
1407316836,37,BLAH0
1407317076,37,BLAH0
1407317316,37,BLAH0
1407317556,37,BLAH0
1407317796,37,BLAH0
1407318036,37,BLAH0
1407318276,37,BLAH0
1407318516,37,BLAH0
1407318756,37,BLAH0
1407318996,37,BLAH0
1407319236,37,BLAH0
1407319476,37,BLAH0
1407319716,37,BLAH0
1407319956,37,BLAH0
1407320196,37,BLAH0
1407320436,37,BLAH0
1407320676,37,BLAH0
1407320916,37,BLAH0
1407321156,37,BLAH0
1407321396,37,BLAH0
1407321636,37,BLAH0
1407321876,37,BLAH0
1407322116,37,BLAH0
1407322356,37,BLAH0
1407322596,37,BLAH0
1407322836,37,BLAH0
1407323076,37,BLAH0
1407323316,37,BLAH0
1407323556,37,BLAH0
1407323796,37,BLAH0
1407324036,37,BLAH0
1407324276,37,BLAH0
1407324516,37,BLAH0
1407324756,37,BLAH0
1407324996,37,BLAH0
1407325236,37,BLAH0
1407325476,37,BLAH0
1407325716,37,BLAH0
1407325956,37,BLAH0
1407326196,37,BLAH0
1407326436,37,BLAH0
1407326676,37,BLAH0
1407326916,37,BLAH0
1407327156,37,BLAH0
1407327396,37,BLAH0
1407327636,37,BLAH0
1407327876,37,BLAH0
1407328116,37,BLAH0
1407328356,37,BLAH0
1407328596,37,BLAH0
1407328836,37,BLAH0
1407329076,37,BLAH0
1407329316,37,BLAH0
1407329556,37,BLAH0
1407329796,37,BLAH0
1407330036,37,BLAH0
1407330276,37,BLAH0
1407330516,37,BLAH0
1407330756,37,BLAH0
1407330996,37,BLAH0
1407331236,37,BLAH0
1407331476,37,BLAH0
1407331716,37,BLAH0
1407331956,37,BLAH0
1407332196,37,BLAH0
1407332436,37,BLAH0
1407332676,37,BLAH0
1407332916,37,BLAH0
1407333156,37,BLAH0
1407333396,37,BLAH0
1407333636,37,BLAH0
1407333876,37,BLAH0
1407334116,37,BLAH0
1407334356,37,BLAH0
1407334596,37,BLAH0
1407334836,37,BLAH0
1407335076,37,BLAH0
1407335316,37,BLAH0
1407335556,37,BLAH0
1407335796,37,BLAH0
1407336036,37,BLAH0
1407336276,37,BLAH0
1407336516,37,BLAH0
1407336756,37,BLAH0
1407336996,37,BLAH0
1407337236,37,BLAH0
1407337476,37,BLAH0
1407337716,37,BLAH0
1407337956,37,BLAH0
1407338196,37,BLAH0
1407338436,37,BLAH0
1407338676,37,BLAH0
1407338916,37,BLAH0
1407339156,37,BLAH0
1407339396,37,BLAH0
1407339636,37,BLAH0
1407339876,37,BLAH0
1407340116,37,BLAH0
1407340356,37,BLAH0
1407340596,37,BLAH0
1407340836,37,BLAH0
1407341076,37,BLAH0
1407341316,37,BLAH0
1407341556,37,BLAH0
1407341796,37,BLAH0
1407342036,37,BLAH0
1407342276,37,BLAH0
1407342516,37,BLAH0
1407342756,37,BLAH0
1407342996,37,BLAH0
1407343236,37,BLAH0
1407343476,37,BLAH0
1407343716,37,BLAH0
1407343956,37,BLAH0
1407344196,37,BLAH0
1407344436,37,BLAH0
1407344676,37,BLAH0
1407344916,37,BLAH0
1407345156,37,BLAH0
1407345396,37,BLAH0
1407345636,37,BLAH0
1407345876,37,BLAH0
1407346116,37,BLAH0
1407346356,37,BLAH0
1407346596,37,BLAH0
1407346836,37,BLAH0
1407347076,37,BLAH0
1407347316,37,BLAH0
1407347556,37,BLAH0
1407347796,37,BLAH0
1407348036,37,BLAH0
1407348276,37,BLAH0
1407348516,37,BLAH0
1407348756,37,BLAH0
1407348996,37,BLAH0
1407349236,37,BLAH0
1407349476,37,BLAH0
1407349716,37,BLAH0
1407349956,37,BLAH0
1407350196,37,BLAH0
1407350436,37,BLAH0
1407350476,20,INF0
1407350676,37,BLAH0
1407350916,37,BLAH0
1407351156,37,BLAH0
1407351396,37,BLAH0
1407351636,37,BLAH0
1407351876,37,BLAH0
1407352116,37,BLAH0
1407352356,37,BLAH0
1407352596,37,BLAH0
1407352836,37,BLAH0
1407353076,37,BLAH0
1407353316,37,BLAH0
1407353556,37,BLAH0
1407353796,37,BLAH0
1407354036,37,BLAH0
1407354276,37,BLAH0
1407354516,37,BLAH0
1407354756,37,BLAH0
1407354996,37,BLAH0
1407355236,37,BLAH0
1407355476,37,BLAH0
1407355716,37,BLAH0
1407355956,37,BLAH0
1407356196,37,BLAH0
1407356436,37,BLAH0
1407356676,37,BLAH0
1407356916,37,BLAH0
1407357156,37,BLAH0
1407357396,37,BLAH0
1407357636,37,BLAH0
1407357876,37,BLAH0
1407358116,37,BLAH0
1407358356,37,BLAH0
1407358596,37,BLAH0
1407358836,37,BLAH0
1407359076,37,BLAH0
1407359316,37,BLAH0
1407359556,37,BLAH0
1407359796,37,BLAH0
1407360036,37,BLAH0
1407360276,37,BLAH0
1407360516,37,BLAH0
1407360756,37,BLAH0
1407360996,37,BLAH0
1407361236,37,BLAH0
1407361476,37,BLAH0
1407361716,37,BLAH0
1407361956,37,BLAH0
1407362196,37,BLAH0
1407362436,37,BLAH0
1407362676,37,BLAH0
1407362916,37,BLAH0
1407363156,37,BLAH0
1407363396,37,BLAH0
1407363636,37,BLAH0
1407363876,37,BLAH0
1407364116,37,BLAH0
1407364356,37,BLAH0
1407364596,37,BLAH0
1407364836,37,BLAH0
1407365076,37,BLAH0
1407365316,37,BLAH0
1407365556,37,BLAH0
1407365796,37,BLAH0
1407366036,37,BLAH0
1407366276,37,BLAH0
1407366516,37,BLAH0
1407366756,37,BLAH0
1407366996,37,BLAH0
1407367236,37,BLAH0
1407367476,37,BLAH0
1407367716,37,BLAH0
1407367956,37,BLAH0
1407368196,37,BLAH0
1407368436,37,BLAH0
1407368676,37,BLAH0
1407368916,37,BLAH0
1407369156,37,BLAH0
1407369396,37,BLAH0
1407369636,37,BLAH0
1407369876,37,BLAH0
1407370116,37,BLAH0
1407370356,37,BLAH0
1407370596,37,BLAH0
1407370836,37,BLAH0
1407371076,37,BLAH0
1407371316,37,BLAH0
1407371556,37,BLAH0
1407371796,37,BLAH0
1407372036,37,BLAH0
1407372276,37,BLAH0
1407372516,37,BLAH0
1407372756,37,BLAH0
1407372996,37,BLAH0
1407373236,37,BLAH0
1407373476,37,BLAH0
1407373716,37,BLAH0
1407373956,37,BLAH0
1407374196,37,BLAH0
1407374436,37,BLAH0
1407374676,37,BLAH0
1407374916,37,BLAH0
1407375156,37,BLAH0
1407375396,37,BLAH0
1407375636,37,BLAH0
1407375876,37,BLAH0
1407376116,37,BLAH0
1407376356,37,BLAH0
1407376596,37,BLAH0
1407376836,37,BLAH0
1407377076,37,BLAH0
1407377316,37,BLAH0
1407377556,37,BLAH0
1407377796,37,BLAH0
1407378036,37,BLAH0
1407378276,37,BLAH0
1407378516,37,BLAH0
1407378756,37,BLAH0
1407378996,37,BLAH0
1407379236,37,BLAH0
1407379476,37,BLAH0
1407379716,37,BLAH0
1407379956,37,BLAH0
1407380196,37,BLAH0
1407380436,37,BLAH0
1407380676,37,BLAH0
1407380916,37,BLAH0
1407381156,37,BLAH0
1407381396,37,BLAH0
1407381636,37,BLAH0
1407381876,37,BLAH0
1407382116,37,BLAH0
1407382356,37,BLAH0
1407382596,37,BLAH0
1407382836,37,BLAH0
1407383076,37,BLAH0
1407383316,37,BLAH0
1407383556,37,BLAH0
1407383796,37,BLAH0
1407384036,37,BLAH0
1407384276,37,BLAH0
1407384516,37,BLAH0
1407384756,37,BLAH0
1407384996,37,BLAH0
1407385236,37,BLAH0
1407385476,37,BLAH0
1407385716,37,BLAH0
1407385956,37,BLAH0
1407386196,37,BLAH0
1407386436,37,BLAH0
1407386676,37,BLAH0
1407386916,37,BLAH0
1407387156,37,BLAH0
1407387396,37,BLAH0
1407387636,37,BLAH0
1407387876,37,BLAH0
1407388116,37,BLAH0
1407388356,37,BLAH0
1407388596,37,BLAH0
1407388836,37,BLAH0
1407389076,37,BLAH0
1407389316,37,BLAH0
1407389556,37,BLAH0
1407389796,37,BLAH0
1407390036,37,BLAH0
1407390276,37,BLAH0
1407390516,37,BLAH0
1407390756,37,BLAH0
1407390996,37,BLAH0
1407391236,37,BLAH0
1407391476,37,BLAH0
1407391716,37,BLAH0
1407391956,37,BLAH0
1407392196,37,BLAH0
1407392436,37,BLAH0
1407392676,37,BLAH0
1407392916,37,BLAH0
1407393156,37,BLAH0
1407393396,37,BLAH0
1407393636,37,BLAH0
1407393876,37,BLAH0
1407394116,37,BLAH0
1407394356,37,BLAH0
1407394596,37,BLAH0
1407394836,37,BLAH0
1407395076,37,BLAH0
1407395316,37,BLAH0
1407395556,37,BLAH0
1407395796,37,BLAH0
1407396036,37,BLAH0
1407396276,37,BLAH0
1407396516,37,BLAH0
1407396756,37,BLAH0
1407396996,37,BLAH0
1407397236,37,BLAH0
1407397476,37,BLAH0
1407397716,37,BLAH0
1407397956,37,BLAH0
1407398196,37,BLAH0
1407398436,37,BLAH0
1407398676,37,BLAH0
1407398916,37,BLAH0
1407399156,37,BLAH0
1407399396,37,BLAH0
1407399636,37,BLAH0
1407399876,37,BLAH0
1407400116,37,BLAH0
1407400356,37,BLAH0
1407400596,37,BLAH0
1407400836,37,BLAH0
1407401076,37,BLAH0
1407401316,37,BLAH0
1407401556,37,BLAH0
1407401796,37,BLAH0
1407402036,37,BLAH0
1407402276,37,BLAH0
1407402516,37,BLAH0
1407402756,37,BLAH0
1407402996,37,BLAH0
1407403236,37,BLAH0
1407403476,37,BLAH0
1407403716,37,BLAH0
1407403956,37,BLAH0
1407404196,37,BLAH0
1407404436,37,BLAH0
1407404676,37,BLAH0
1407404916,37,BLAH0
1407405021,20,INF0
1407405156,37,BLAH0
1407405396,37,BLAH0
1407405636,37,BLAH0
1407405876,37,BLAH0
1407406116,37,BLAH0
1407406356,37,BLAH0
1407406596,37,BLAH0
1407406836,37,BLAH0
1407407076,37,BLAH0
1407407316,37,BLAH0
1407407556,37,BLAH0
1407407796,37,BLAH0
1407408036,37,BLAH0
1407408276,37,BLAH0
1407408516,37,BLAH0
1407408756,37,BLAH0
1407408996,37,BLAH0
1407409236,37,BLAH0
1407409476,37,BLAH0
1407409716,37,BLAH0
1407409956,37,BLAH0
1407410196,37,BLAH0
1407410436,37,BLAH0
1407410676,37,BLAH0
1407410916,37,BLAH0
1407411156,37,BLAH0
1407411396,37,BLAH0
1407411636,37,BLAH0
1407411876,37,BLAH0
1407412116,37,BLAH0
1407412356,37,BLAH0
1407412596,37,BLAH0
1407412836,37,BLAH0
1407413076,37,BLAH0
1407413316,37,BLAH0
1407413556,37,BLAH0
1407413796,37,BLAH0
1407414036,37,BLAH0
1407414276,37,BLAH0
1407414516,37,BLAH0
1407414756,37,BLAH0
1407414996,37,BLAH0
1407415236,37,BLAH0
1407415476,37,BLAH0
1407415716,37,BLAH0
1407415956,37,BLAH0
1407416196,37,BLAH0
1407416436,37,BLAH0
1407416676,37,BLAH0
1407416916,37,BLAH0
1407417156,37,BLAH0
1407417396,37,BLAH0
1407417636,37,BLAH0
1407417876,37,BLAH0
1407418116,37,BLAH0
1407418356,37,BLAH0
1407418596,37,BLAH0
1407418836,37,BLAH0
1407419076,37,BLAH0
1407419316,37,BLAH0
1407419556,37,BLAH0
1407419796,37,BLAH0
1407420036,37,BLAH0
1407420276,37,BLAH0
1407420516,37,BLAH0
1407420756,37,BLAH0
1407420996,37,BLAH0
1407421236,37,BLAH0
1407421476,37,BLAH0
1407421716,37,BLAH0
1407421956,37,BLAH0
1407422196,37,BLAH0
1407422436,37,BLAH0
1407422676,37,BLAH0
1407422916,37,BLAH0
1407423156,37,BLAH0
1407423396,37,BLAH0
1407423636,37,BLAH0
1407423876,37,BLAH0
1407424116,37,BLAH0
1407424356,37,BLAH0
1407424596,37,BLAH0
1407424836,37,BLAH0
1407425076,37,BLAH0
1407425316,37,BLAH0
1407425556,37,BLAH0
1407425796,37,BLAH0
1407426036,37,BLAH0
1407426276,37,BLAH0
1407426516,37,BLAH0
1407426756,37,BLAH0
1407426996,37,BLAH0
1407427236,37,BLAH0
1407427476,37,BLAH0
1407427716,37,BLAH0
1407427956,37,BLAH0
1407428196,37,BLAH0
