time,file,program,user
1420196427,textfile,edlin,marcel
1420196403,bb.thing,vim,jereboam
1420200025,c.log,win32notepad,tanaka
1420192839,p.q.r,emacs*nix,marcel
1420196498,y.csv,vlc,ezekiel
1420200005,c.log,vlc,methuselah
1420200020,tlog1,vim,billy
1420207295,reggol,vlc,ezekiel
1420192800,gg.thing,win32notepad,panthera
1420196412,c.txt,edlin,jereboam
1420200025,tlog1,vim,billy
1420196400,x.csv,emacs*nix,ezekiel
1420200016,reggol,win32notepad,jereboam
1420196400,s.t.u,emacs*nix,jereboam
1420207236,b.txt,vlc,ezekiel
1420192833,ee.thing,edlin,tanaka
1420196490,v.w.x,win32notepad,billy
1420207205,d.e.f,emacs*nix,marcel
1420200000,b.log,edlin,billy
1420207292,c.txt,vlc,marcel
1420207305,c.txt,vlc,marcel
1420192932,a.b.c,edlin,ezekiel
1420196435,l.m.o,emacs*nix,jereboam
1420192918,s.t.u,win32notepad,marcel
1420207243,ff.thing,vim,tanaka
1420192834,y.csv,emacs*nix,marcel
1420207219,dd.thing,edlin,ezekiel
1420200000,y.z.z,edlin,jereboam
1420192891,gefilterfish,win32notepad,ezekiel
1420207304,c.txt,vlc,marcel
1420196491,gefilterfish,vlc,ezekiel
1420192881,ff.thing,edlin,ezekiel
1420196472,gefilterfish,emacs*nix,billy
1420196400,c.txt,edlin,jereboam
1420192813,y.csv,emacs*nix,billy
1420192821,j.k.l,win32notepad,ezekiel
1420196440,c.log,emacs*nix,billy
1420196422,bb.thing,vlc,billy
1420207286,y.csv,vlc,ezekiel
1420200080,b.log,vlc,tanaka
1420200000,l.m.o,emacs*nix,billy
1420207313,l.m.o,vlc,ezekiel
1420207203,j.k.l,vim,tanaka
1420207278,x.csv,vlc,marcel
1420207297,y.csv,vlc,ezekiel
1420207297,bb.thing,win32notepad,marcel
1420207214,y.csv,win32notepad,marcel
1420192810,b.log,emacs*nix,ezekiel
1420192801,a.b.c,vlc,tanaka
1420200065,varlog,vim,billy
1420192896,textfile,win32notepad,ezekiel
1420192822,gg.thing,vim,marcel
1420207285,a.log,win32notepad,marcel
1420192898,tlog1,edlin,tanaka
1420196438,x.csv,win32notepad,jereboam
1420192800,aa.thing,emacs*nix,billy
1420196468,d.e.f,edlin,marcel
1420207218,z.csv,emacs*nix,marcel
1420196450,y.csv,emacs*nix,billy
1420207200,p.q.r,emacs*nix,marcel
1420200050,y.z.z,edlin,billy
1420207211,y.z.z,edlin,ezekiel
1420192832,logger,win32notepad,panthera
1420196406,textfile,edlin,marcel
1420192833,a.txt,win32notepad,ezekiel
1420196489,hh.thing,vlc,ezekiel
1420196450,textfile,emacs*nix,jereboam
1420207223,logger,vim,billy
1420196496,l.m.o,emacs*nix,jereboam
1420192883,b.log,edlin,ezekiel
1420192809,b.log,win32notepad,marcel
1420207200,dd.thing,edlin,ezekiel
1420192819,a.b.c,win32notepad,marcel
1420192915,g.h.i,vlc,tanaka
1420196440,bb.thing,vlc,billy
1420200058,b.log,win32notepad,tanaka
1420196416,c.txt,win32notepad,tanaka
1420196472,c.txt,win32notepad,jereboam
1420200007,j.k.l,emacs*nix,billy
1420207272,ee.thing,edlin,ezekiel
1420192809,hh.thing,edlin,ezekiel
1420196439,x.csv,emacs*nix,jereboam
1420192868,a.txt,edlin,tanaka
1420207243,s.t.u,vlc,marcel
1420207307,c.log,vim,billy
1420192850,g.h.i,vlc,tanaka
1420196413,d.e.f,win32notepad,jereboam
1420207212,textfile,emacs*nix,marcel
1420192875,gefilterfish,win32notepad,ezekiel
1420207228,filetext,edlin,ezekiel
1420200009,gefilterfish,vim,billy
1420192803,l.m.o,edlin,ezekiel
1420200004,a.log,vim,panthera
1420196483,gefilterfish,emacs*nix,jereboam
1420192811,a.b.c,win32notepad,marcel
1420200011,y.csv,vlc,methuselah
1420207268,c.txt,win32notepad,marcel
1420207281,logger,vim,billy
1420192824,bb.thing,vlc,jereboam
1420200000,reggol,win32notepad,jereboam
1420200039,l.m.o,vim,billy
1420207228,aa.thing,emacs*nix,marcel
1420196424,cc.thing,edlin,marcel
1420196426,tlog1,vlc,ezekiel
1420196400,a.txt,vlc,billy
1420207230,c.txt,vlc,marcel
1420192807,j.k.l,emacs*nix,ezekiel
1420207215,reggol,vlc,ezekiel
1420200000,a.txt,win32notepad,marcel
1420200071,b.log,vlc,tanaka
1420192849,z.csv,vim,methuselah
1420196485,varlog,vlc,ezekiel
1420207248,y.csv,vim,tanaka
1420196417,c.log,edlin,marcel
1420192800,tlog1,edlin,tanaka
1420196418,tlog1,vlc,jereboam
1420200052,y.z.z,vim,billy
1420207200,j.k.l,edlin,tanaka
1420192879,cc.thing,edlin,ezekiel
1420207267,y.csv,win32notepad,marcel
1420200000,z.csv,win32notepad,jereboam
1420207276,c.log,vim,billy
1420207233,cc.thing,edlin,ezekiel
1420192927,textfile,vim,marcel
1420196461,l.m.o,edlin,marcel
1420196445,ee.thing,emacs*nix,jereboam
1420200038,a.log,vlc,tanaka
1420192884,v.w.x,win32notepad,ezekiel
1420200076,d.e.f,vim,billy
1420192853,gg.thing,vlc,tanaka
1420196430,b.log,win32notepad,jereboam
1420192841,logger,edlin,tanaka
1420192855,aa.thing,vlc,tanaka
1420207257,x.csv,vim,billy
1420200000,b.log,edlin,jereboam
1420192803,d.e.f,vim,marcel
1420192813,y.csv,vim,methuselah
1420200036,bb.thing,win32notepad,tanaka
1420200002,ff.thing,win32notepad,jereboam
1420192893,ee.thing,vlc,jereboam
1420200047,a.txt,edlin,ezekiel
1420196415,bb.thing,edlin,marcel
1420207213,a.txt,vim,tanaka
1420207263,filetext,edlin,ezekiel
1420200000,gefilterfish,vlc,methuselah
1420192805,x.csv,vim,methuselah
1420200002,ff.thing,vlc,tanaka
1420192873,a.txt,win32notepad,ezekiel
1420192800,logger,edlin,tanaka
1420200001,x.csv,emacs*nix,panthera
1420196400,b.txt,vim,billy
1420192806,l.m.o,vlc,tanaka
1420192823,a.txt,emacs*nix,marcel
1420196470,d.e.f,emacs*nix,jereboam
1420207241,varlog,edlin,tanaka
1420196400,varlog,vim,tanaka
1420207290,ee.thing,vim,billy
1420207244,l.m.o,emacs*nix,marcel
1420200000,y.csv,vim,panthera
1420192812,hh.thing,emacs*nix,billy
1420196426,s.t.u,edlin,jereboam
1420207221,bb.thing,edlin,ezekiel
1420192855,b.log,win32notepad,ezekiel
1420196543,tlog1,vlc,ezekiel
1420192881,aa.thing,vlc,jereboam
1420200014,varlog,edlin,billy
1420200007,p.q.r,win32notepad,tanaka
1420207276,v.w.x,win32notepad,marcel
1420192817,d.e.f,vim,marcel
1420192805,b.txt,vlc,tanaka
1420200016,y.csv,edlin,ezekiel
1420207276,d.e.f,emacs*nix,marcel
1420192882,s.t.u,vim,methuselah
1420192800,hh.thing,emacs*nix,billy
1420192812,c.txt,win32notepad,panthera
1420192800,p.q.r,win32notepad,panthera
1420192810,s.t.u,win32notepad,ezekiel
1420207283,ff.thing,vim,billy
1420207226,logger,vlc,marcel
1420196408,z.csv,vlc,billy
1420207216,j.k.l,vim,tanaka
1420196477,s.t.u,emacs*nix,billy
1420196423,reggol,emacs*nix,jereboam
1420207211,a.b.c,edlin,tanaka
1420196414,x.csv,edlin,methuselah
1420192877,j.k.l,win32notepad,ezekiel
1420200062,bb.thing,vlc,tanaka
1420192876,gefilterfish,edlin,tanaka
1420196438,bb.thing,win32notepad,billy
1420207222,g.h.i,vim,billy
1420200087,gg.thing,vim,panthera
1420200000,p.q.r,emacs*nix,panthera
1420196466,tlog1,vlc,ezekiel
1420196439,a.log,vim,jereboam
1420192800,ff.thing,win32notepad,ezekiel
1420192854,y.z.z,edlin,ezekiel
1420196515,y.csv,vlc,ezekiel
1420192901,textfile,edlin,ezekiel
1420207251,varlog,edlin,tanaka
1420207201,y.csv,emacs*nix,marcel
1420192870,textfile,vim,methuselah
1420196475,a.log,win32notepad,billy
1420196484,ee.thing,win32notepad,jereboam
1420200000,ff.thing,vim,billy
1420196432,varlog,emacs*nix,billy
1420192858,p.q.r,win32notepad,panthera
1420196433,hh.thing,emacs*nix,billy
1420200030,z.csv,win32notepad,tanaka
1420192807,b.txt,vlc,tanaka
1420196441,dd.thing,vim,jereboam
1420196410,textfile,edlin,marcel
1420200001,bb.thing,vlc,tanaka
1420200020,b.log,edlin,billy
1420196400,reggol,emacs*nix,jereboam
1420200045,b.log,vlc,tanaka
1420196517,ff.thing,win32notepad,billy
1420196417,cc.thing,vlc,jereboam
1420200034,gefilterfish,vim,panthera
1420207287,filetext,edlin,ezekiel
1420192851,ff.thing,vlc,jereboam
1420192822,p.q.r,emacs*nix,marcel
1420196504,d.e.f,emacs*nix,jereboam
1420200000,gg.thing,vlc,marcel
1420200007,p.q.r,emacs*nix,panthera
1420196517,b.txt,vlc,ezekiel
1420200015,ff.thing,win32notepad,jereboam
1420200000,bb.thing,win32notepad,tanaka
1420196400,a.log,edlin,marcel
1420192843,aa.thing,win32notepad,panthera
1420196536,b.txt,vlc,ezekiel
1420192825,logger,vim,marcel
1420207318,g.h.i,vim,billy
1420196416,filetext,vim,jereboam
1420192894,filetext,edlin,ezekiel
1420207200,dd.thing,emacs*nix,marcel
1420196408,g.h.i,vlc,tanaka
1420192894,tlog1,win32notepad,ezekiel
1420192896,aa.thing,vlc,tanaka
1420207200,d.e.f,vim,tanaka
1420192821,d.e.f,vim,methuselah
1420196494,l.m.o,emacs*nix,jereboam
1420192800,y.csv,win32notepad,marcel
1420192920,textfile,vim,marcel
1420196442,d.e.f,edlin,marcel
1420200004,ee.thing,vim,billy
1420192800,gefilterfish,win32notepad,ezekiel
1420192837,s.t.u,win32notepad,panthera
1420196493,x.csv,win32notepad,jereboam
1420192800,ee.thing,vlc,jereboam
1420192879,l.m.o,win32notepad,marcel
1420207305,b.txt,vlc,ezekiel
1420207296,varlog,vlc,ezekiel
1420196400,tlog1,edlin,methuselah
1420192800,aa.thing,vlc,jereboam
1420192893,a.txt,vim,marcel
1420192800,s.t.u,emacs*nix,billy
1420207203,v.w.x,win32notepad,marcel
1420192844,logger,vlc,jereboam
1420207280,logger,edlin,tanaka
1420196400,gg.thing,win32notepad,billy
1420200059,bb.thing,edlin,ezekiel
1420192800,aa.thing,win32notepad,ezekiel
1420192833,filetext,vim,methuselah
1420192906,ff.thing,edlin,ezekiel
1420192814,z.csv,vim,methuselah
1420192809,p.q.r,edlin,tanaka
1420192855,y.z.z,win32notepad,panthera
1420192830,a.txt,edlin,tanaka
1420200000,dd.thing,vim,panthera
1420196400,gefilterfish,win32notepad,billy
1420196478,aa.thing,emacs*nix,billy
1420200024,b.log,vlc,tanaka
1420192830,aa.thing,emacs*nix,billy
1420207233,l.m.o,win32notepad,marcel
1420192863,d.e.f,vim,marcel
1420192854,b.txt,vlc,tanaka
1420196471,p.q.r,emacs*nix,jereboam
1420192887,aa.thing,vlc,tanaka
1420196400,y.z.z,vim,tanaka
1420192840,b.txt,vlc,tanaka
1420207324,a.log,vim,billy
1420207293,filetext,win32notepad,marcel
1420200046,ee.thing,vim,billy
1420192800,d.e.f,vim,marcel
1420207256,l.m.o,edlin,ezekiel
1420207213,filetext,win32notepad,marcel
1420196400,l.m.o,edlin,marcel
1420196401,y.z.z,vim,tanaka
1420207226,x.csv,emacs*nix,marcel
1420207280,dd.thing,edlin,ezekiel
1420196477,d.e.f,win32notepad,jereboam
1420200000,a.log,edlin,billy
1420196430,dd.thing,edlin,jereboam
1420207200,y.csv,vim,tanaka
1420196465,x.csv,emacs*nix,jereboam
1420200073,aa.thing,vim,panthera
1420196418,dd.thing,emacs*nix,jereboam
1420200013,y.z.z,vim,billy
1420192839,v.w.x,edlin,tanaka
1420207288,a.log,vlc,ezekiel
1420192829,logger,edlin,tanaka
1420200046,d.e.f,win32notepad,tanaka
1420200000,logger,win32notepad,marcel
1420192939,textfile,edlin,ezekiel
1420192866,a.txt,vlc,jereboam
1420207311,a.log,vim,billy
1420207276,v.w.x,win32notepad,marcel
1420207200,l.m.o,vlc,ezekiel
1420192807,b.log,emacs*nix,billy
1420192804,varlog,emacs*nix,ezekiel
1420196408,tlog1,edlin,methuselah
1420192822,aa.thing,emacs*nix,billy
1420196532,gefilterfish,win32notepad,billy
1420207202,x.csv,vlc,marcel
1420200004,cc.thing,emacs*nix,ezekiel
1420196411,g.h.i,emacs*nix,jereboam
1420192800,ff.thing,vim,methuselah
1420200083,c.log,win32notepad,tanaka
1420192911,y.csv,win32notepad,marcel
1420207232,a.b.c,edlin,tanaka
1420196463,s.t.u,emacs*nix,jereboam
1420192802,b.txt,vim,tanaka
1420196504,j.k.l,win32notepad,billy
1420207254,c.log,edlin,tanaka
1420200000,c.txt,emacs*nix,ezekiel
1420196400,ff.thing,win32notepad,tanaka
1420207319,l.m.o,vlc,ezekiel
1420207223,c.log,win32notepad,marcel
1420196407,bb.thing,vim,jereboam
1420207245,a.log,vim,billy
1420200064,varlog,vim,billy
1420196451,gefilterfish,emacs*nix,billy
1420200013,hh.thing,vlc,tanaka
1420192859,z.csv,win32notepad,panthera
1420200049,l.m.o,vim,panthera
1420207295,c.txt,vlc,marcel
1420207200,ee.thing,win32notepad,marcel
1420192851,textfile,vim,marcel
1420196421,gg.thing,vlc,billy
1420196400,c.log,emacs*nix,billy
1420192800,x.csv,win32notepad,ezekiel
1420207237,textfile,emacs*nix,marcel
1420196459,textfile,edlin,marcel
1420200015,ff.thing,vim,billy
1420207293,logger,vim,billy
1420192805,reggol,emacs*nix,marcel
1420192880,g.h.i,vlc,tanaka
1420196425,ff.thing,edlin,jereboam
1420196415,y.z.z,vim,billy
1420207283,tlog1,win32notepad,marcel
1420196427,x.csv,win32notepad,tanaka
1420200091,d.e.f,win32notepad,tanaka
1420192875,ff.thing,win32notepad,panthera
1420196400,dd.thing,edlin,methuselah
1420192800,ff.thing,edlin,ezekiel
1420192893,c.log,win32notepad,ezekiel
1420192836,y.csv,vim,methuselah
1420200079,z.csv,vlc,tanaka
1420207284,z.csv,vlc,marcel
1420207288,y.z.z,emacs*nix,marcel
1420207273,a.b.c,edlin,tanaka
1420196400,a.log,vim,jereboam
1420196482,j.k.l,edlin,marcel
1420192904,d.e.f,edlin,tanaka
1420207300,c.txt,win32notepad,marcel
1420192857,y.z.z,vlc,tanaka
1420196410,y.csv,emacs*nix,billy
1420192849,cc.thing,win32notepad,ezekiel
1420192863,textfile,vim,methuselah
1420192895,a.txt,edlin,tanaka
1420192865,cc.thing,edlin,ezekiel
1420192810,c.txt,vlc,tanaka
1420200050,b.log,vlc,tanaka
1420200046,bb.thing,vlc,tanaka
1420196400,x.csv,emacs*nix,billy
1420207258,y.z.z,win32notepad,marcel
1420196541,c.log,vlc,ezekiel
1420192898,hh.thing,win32notepad,marcel
1420192860,g.h.i,vlc,tanaka
1420207230,b.log,win32notepad,marcel
1420207312,a.b.c,vlc,ezekiel
1420207200,a.log,vlc,ezekiel
1420196435,ee.thing,vlc,billy
1420207249,aa.thing,win32notepad,marcel
1420196444,c.txt,emacs*nix,jereboam
1420192800,s.t.u,vim,methuselah
1420192867,a.txt,edlin,tanaka
1420196400,b.txt,vlc,jereboam
1420192835,hh.thing,vlc,tanaka
1420207303,z.csv,win32notepad,marcel
1420192800,gg.thing,vim,marcel
1420196438,a.b.c,vim,billy
1420200010,b.txt,edlin,ezekiel
1420196408,d.e.f,edlin,marcel
1420192873,a.b.c,edlin,ezekiel
1420200076,gefilterfish,vim,panthera
1420196400,j.k.l,vlc,tanaka
1420192854,d.e.f,vlc,jereboam
1420207222,x.csv,emacs*nix,marcel
1420200036,cc.thing,edlin,ezekiel
1420192852,y.z.z,vlc,tanaka
1420192853,logger,vlc,jereboam
1420192820,reggol,edlin,tanaka
1420192873,a.txt,win32notepad,ezekiel
1420196400,y.csv,vlc,ezekiel
1420196494,ee.thing,win32notepad,jereboam
1420200000,x.csv,vlc,marcel
1420196402,v.w.x,vim,billy
1420192862,l.m.o,win32notepad,ezekiel
1420192800,gefilterfish,edlin,tanaka
1420192821,b.log,edlin,ezekiel
1420200041,l.m.o,vim,panthera
1420207200,cc.thing,vim,tanaka
1420196402,filetext,edlin,methuselah
1420200055,ff.thing,edlin,billy
1420207239,y.csv,edlin,tanaka
1420192801,z.csv,vlc,tanaka
1420192868,y.z.z,win32notepad,panthera
1420200042,ff.thing,vlc,tanaka
1420192861,tlog1,vlc,jereboam
1420207240,d.e.f,win32notepad,marcel
1420200009,hh.thing,emacs*nix,panthera
1420207264,ee.thing,edlin,ezekiel
1420192804,d.e.f,emacs*nix,marcel
1420207274,s.t.u,vlc,marcel
1420200000,cc.thing,vlc,tanaka
1420196440,ff.thing,edlin,marcel
1420192896,x.csv,win32notepad,marcel
1420200031,hh.thing,vlc,tanaka
1420192834,filetext,vlc,tanaka
1420196400,dd.thing,emacs*nix,billy
1420196436,hh.thing,edlin,marcel
1420196400,v.w.x,win32notepad,billy
1420192807,p.q.r,edlin,ezekiel
1420192936,textfile,edlin,ezekiel
1420207252,y.csv,win32notepad,marcel
1420196428,filetext,edlin,jereboam
1420192896,d.e.f,vlc,jereboam
1420192877,gefilterfish,edlin,tanaka
1420196410,l.m.o,vim,billy
1420192814,gefilterfish,win32notepad,ezekiel
1420200006,b.log,emacs*nix,billy
1420196450,a.log,vlc,ezekiel
1420196416,filetext,win32notepad,billy
1420207269,a.b.c,edlin,tanaka
1420196410,y.z.z,vim,billy
1420192928,textfile,vim,marcel
1420192898,p.q.r,win32notepad,ezekiel
1420200009,cc.thing,emacs*nix,ezekiel
1420196503,textfile,emacs*nix,jereboam
1420196413,logger,edlin,methuselah
1420207271,y.csv,vlc,ezekiel
1420192872,p.q.r,edlin,ezekiel
1420192826,c.log,win32notepad,marcel
1420207311,a.b.c,vlc,ezekiel
1420192853,bb.thing,vim,marcel
1420196400,a.log,win32notepad,billy
1420192811,d.e.f,vim,marcel
1420196428,dd.thing,emacs*nix,jereboam
1420196424,s.t.u,emacs*nix,billy
1420192886,textfile,edlin,ezekiel
1420192811,bb.thing,vlc,jereboam
1420196403,y.csv,emacs*nix,billy
1420192825,a.txt,emacs*nix,marcel
1420207202,a.b.c,edlin,ezekiel
1420196472,a.log,edlin,marcel
1420200014,a.log,vlc,tanaka
1420200033,d.e.f,vlc,methuselah
1420207206,c.log,vlc,ezekiel
1420196449,c.log,edlin,marcel
1420192831,c.txt,win32notepad,ezekiel
1420207236,aa.thing,edlin,tanaka
1420207277,filetext,edlin,tanaka
1420200000,ee.thing,win32notepad,marcel
1420207220,a.log,vim,tanaka
1420192858,s.t.u,win32notepad,marcel
1420196417,filetext,win32notepad,billy
1420196409,hh.thing,win32notepad,billy
1420196400,l.m.o,vim,billy
1420192859,s.t.u,vim,methuselah
1420192897,d.e.f,vim,marcel
1420192807,logger,vlc,jereboam
1420192891,b.log,win32notepad,marcel
1420200033,ee.thing,edlin,billy
1420196449,y.csv,win32notepad,jereboam
1420200000,a.log,vlc,tanaka
1420207200,ee.thing,vim,billy
1420196436,cc.thing,edlin,marcel
1420192835,bb.thing,vim,methuselah
1420192852,tlog1,edlin,tanaka
1420200004,gg.thing,win32notepad,marcel
1420200053,ff.thing,edlin,ezekiel
1420200000,y.csv,emacs*nix,billy
1420196421,z.csv,edlin,marcel
1420207254,g.h.i,win32notepad,marcel
1420200017,d.e.f,vim,billy
1420207200,p.q.r,edlin,tanaka
1420192861,tlog1,win32notepad,ezekiel
1420200000,j.k.l,win32notepad,marcel
1420196407,gg.thing,vim,billy
1420200000,varlog,win32notepad,jereboam
1420200053,ee.thing,edlin,billy
1420196400,hh.thing,vim,jereboam
1420192917,logger,vim,marcel
1420207288,logger,vim,billy
1420200030,hh.thing,vlc,tanaka
1420192830,g.h.i,vlc,tanaka
1420192829,b.txt,edlin,tanaka
1420207207,c.txt,win32notepad,marcel
1420196400,tlog1,vim,billy
1420196538,hh.thing,vlc,ezekiel
1420196537,b.txt,win32notepad,billy
1420200009,b.log,win32notepad,tanaka
1420207278,b.txt,win32notepad,marcel
1420207307,l.m.o,win32notepad,marcel
1420200029,ff.thing,edlin,ezekiel
1420192897,gefilterfish,win32notepad,ezekiel
1420196419,dd.thing,emacs*nix,billy
1420192800,s.t.u,vlc,tanaka
1420192900,ff.thing,edlin,ezekiel
1420200054,varlog,vim,billy
1420207253,l.m.o,win32notepad,marcel
1420207218,c.log,edlin,tanaka
1420207239,p.q.r,vim,billy
1420200009,b.log,vim,panthera
1420200020,tlog1,win32notepad,tanaka
1420192805,aa.thing,vlc,jereboam
1420207275,y.csv,win32notepad,marcel
1420207273,cc.thing,win32notepad,marcel
1420207200,c.txt,vlc,marcel
1420207320,g.h.i,win32notepad,marcel
1420207200,a.b.c,vlc,marcel
1420196409,ee.thing,vlc,billy
1420196423,gg.thing,edlin,marcel
1420196405,filetext,win32notepad,tanaka
1420200000,v.w.x,win32notepad,jereboam
1420200078,dd.thing,vim,panthera
1420192871,logger,vim,marcel
1420192897,a.txt,edlin,tanaka
1420192877,l.m.o,vlc,tanaka
1420196434,logger,emacs*nix,billy
1420207324,a.b.c,vlc,ezekiel
1420196439,y.z.z,emacs*nix,billy
1420196439,varlog,vlc,ezekiel
1420200073,ff.thing,vlc,tanaka
1420207279,textfile,win32notepad,marcel
1420207209,a.b.c,vlc,marcel
1420192854,tlog1,win32notepad,marcel
1420207205,c.log,vim,billy
1420207227,ff.thing,edlin,ezekiel
1420192857,d.e.f,vim,methuselah
1420200060,cc.thing,edlin,ezekiel
1420207200,bb.thing,win32notepad,marcel
1420192853,b.txt,vlc,tanaka
1420200070,a.log,vlc,tanaka
1420196400,a.b.c,vlc,jereboam
1420192856,aa.thing,vlc,tanaka
1420196488,a.b.c,emacs*nix,jereboam
1420192814,y.z.z,emacs*nix,billy
1420207204,dd.thing,edlin,ezekiel
1420196420,l.m.o,edlin,marcel
1420196504,a.log,vlc,ezekiel
1420192804,d.e.f,vim,marcel
1420207281,bb.thing,win32notepad,marcel
1420192845,varlog,edlin,ezekiel
1420192808,bb.thing,vim,marcel
1420192800,d.e.f,win32notepad,ezekiel
1420192800,a.txt,win32notepad,marcel
1420200000,cc.thing,vlc,tanaka
1420192812,y.csv,emacs*nix,billy
1420200018,textfile,win32notepad,marcel
1420200016,gg.thing,win32notepad,marcel
1420200043,l.m.o,vim,panthera
1420207259,a.b.c,edlin,tanaka
1420192869,aa.thing,win32notepad,marcel
1420207296,c.log,vim,billy
1420207302,y.csv,vlc,ezekiel
1420207218,a.txt,win32notepad,marcel
1420192887,j.k.l,edlin,tanaka
1420196429,a.txt,vlc,billy
1420200007,reggol,vlc,methuselah
1420196412,dd.thing,emacs*nix,billy
1420200000,logger,vlc,methuselah
1420192865,a.txt,edlin,tanaka
1420196441,x.csv,emacs*nix,jereboam
1420192929,l.m.o,edlin,ezekiel
1420200006,hh.thing,edlin,jereboam
1420192860,ee.thing,vlc,jereboam
1420192800,aa.thing,emacs*nix,billy
1420192836,b.txt,win32notepad,panthera
1420200022,a.log,win32notepad,jereboam
1420207202,b.txt,vlc,ezekiel
1420200048,bb.thing,vim,billy
1420192813,j.k.l,win32notepad,ezekiel
1420207209,filetext,edlin,ezekiel
1420196416,cc.thing,emacs*nix,jereboam
1420196422,y.csv,vlc,ezekiel
1420196400,c.log,win32notepad,jereboam
1420192849,filetext,emacs*nix,marcel
1420200007,a.txt,edlin,ezekiel
1420196412,logger,win32notepad,billy
1420200000,ff.thing,emacs*nix,billy
1420196416,z.csv,vlc,billy
1420200000,gefilterfish,win32notepad,jereboam
1420192819,d.e.f,vim,methuselah
1420207249,x.csv,vlc,marcel
1420192836,cc.thing,emacs*nix,billy
1420192890,a.txt,vim,marcel
1420207244,d.e.f,win32notepad,marcel
1420192889,filetext,vim,methuselah
1420192811,s.t.u,vlc,tanaka
1420192861,cc.thing,edlin,tanaka
1420196402,z.csv,edlin,jereboam
1420192847,c.txt,vlc,tanaka
1420192816,j.k.l,emacs*nix,marcel
1420192800,l.m.o,win32notepad,ezekiel
1420196467,gg.thing,edlin,marcel
1420207219,tlog1,win32notepad,marcel
1420196431,v.w.x,edlin,jereboam
1420192824,c.txt,win32notepad,panthera
1420192800,tlog1,win32notepad,ezekiel
1420200056,v.w.x,win32notepad,tanaka
1420200065,tlog1,win32notepad,tanaka
1420200068,ff.thing,edlin,ezekiel
1420196400,ff.thing,vim,tanaka
1420200000,c.log,win32notepad,tanaka
1420192894,bb.thing,vlc,jereboam
1420200009,p.q.r,vim,billy
1420200004,filetext,vlc,methuselah
1420200000,l.m.o,vim,panthera
1420192916,tlog1,edlin,ezekiel
1420192809,bb.thing,vim,marcel
1420192806,c.log,edlin,tanaka
1420207258,b.txt,vlc,ezekiel
1420192849,textfile,vim,marcel
1420196402,v.w.x,emacs*nix,billy
1420207210,a.log,vim,tanaka
1420196408,a.b.c,vlc,jereboam
1420207293,filetext,vlc,marcel
1420192806,ff.thing,emacs*nix,ezekiel
1420207200,tlog1,emacs*nix,marcel
1420192861,tlog1,vim,methuselah
1420192914,s.t.u,vim,marcel
1420207320,ff.thing,vim,billy
1420192840,p.q.r,edlin,ezekiel
1420196405,hh.thing,vim,jereboam
1420200109,j.k.l,win32notepad,tanaka
1420192821,g.h.i,win32notepad,ezekiel
1420200022,v.w.x,vim,panthera
1420192822,p.q.r,edlin,ezekiel
1420196539,ff.thing,win32notepad,billy
1420196400,aa.thing,win32notepad,tanaka
1420196400,j.k.l,win32notepad,billy
1420192807,cc.thing,edlin,tanaka
1420192833,varlog,edlin,tanaka
1420207223,filetext,edlin,ezekiel
1420192867,dd.thing,win32notepad,ezekiel
1420207200,d.e.f,win32notepad,marcel
1420196404,z.csv,emacs*nix,billy
1420200035,bb.thing,vlc,tanaka
1420192840,v.w.x,win32notepad,panthera
1420192842,reggol,edlin,tanaka
1420192809,b.log,edlin,tanaka
1420192862,s.t.u,vim,methuselah
1420200000,s.t.u,vlc,methuselah
1420207249,dd.thing,win32notepad,marcel
1420200036,cc.thing,vim,panthera
1420196508,a.b.c,emacs*nix,jereboam
1420192813,gg.thing,win32notepad,panthera
1420196406,dd.thing,edlin,methuselah
1420196461,varlog,emacs*nix,billy
1420192859,b.txt,vlc,tanaka
1420192819,gefilterfish,emacs*nix,ezekiel
1420207285,cc.thing,edlin,ezekiel
1420200107,a.log,vim,panthera
1420207229,c.log,win32notepad,marcel
1420192873,a.txt,win32notepad,marcel
1420207215,x.csv,emacs*nix,marcel
1420192825,p.q.r,win32notepad,ezekiel
1420192913,x.csv,win32notepad,marcel
1420200000,g.h.i,win32notepad,tanaka
1420192821,a.b.c,emacs*nix,billy
1420200000,b.log,vlc,tanaka
1420200088,aa.thing,vim,billy
1420192832,dd.thing,vlc,jereboam
1420196444,d.e.f,emacs*nix,billy
1420192878,b.txt,vlc,tanaka
1420200013,hh.thing,edlin,billy
1420207321,a.log,vim,billy
1420207261,ff.thing,vim,billy
1420196400,gg.thing,edlin,marcel
1420192843,x.csv,win32notepad,ezekiel
1420207246,g.h.i,win32notepad,marcel
1420192815,textfile,vim,marcel
1420200027,aa.thing,vim,billy
1420207200,y.csv,vlc,ezekiel
1420192843,gefilterfish,edlin,tanaka
1420192800,c.log,win32notepad,panthera
1420207294,l.m.o,vlc,ezekiel
1420192800,gg.thing,vim,methuselah
1420192800,tlog1,win32notepad,panthera
1420200061,v.w.x,win32notepad,tanaka
1420207253,c.txt,win32notepad,marcel
1420192834,j.k.l,vlc,jereboam
1420192803,c.log,win32notepad,panthera
1420200013,ff.thing,win32notepad,jereboam
1420207244,a.log,vim,tanaka
1420207207,reggol,vlc,ezekiel
1420196466,ee.thing,edlin,marcel
1420192841,filetext,win32notepad,marcel
1420200016,ff.thing,vlc,tanaka
1420196518,filetext,win32notepad,billy
1420207246,g.h.i,vim,billy
1420196447,b.txt,win32notepad,billy
